dataset,group,table_id,gt_text,vision_text,text_text,winner,vt_diff,vision_vs_gt,text_vs_gt
SciTSR,test,test::1402.3371v1.4,term b,,term b,text,missing cell,missing cell,correct
SciTSR,test,test::1402.3371v1.4,#,,#,text,missing cell,missing cell,correct
SciTSR,test,test::1402.3371v1.4,agreement,agreement,,vision,missing cell,correct,missing cell
SciTSR,test,test::1403.4513v1.12,13.97,8.02,13.97,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,4.84,13.80,4.84,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,26.29,4.84,26.29,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,15.03,15.58,15.03,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,13.28,3.26,13.28,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,24.05,12.20,24.05,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,16.94,14.13,16.94,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,25.55,13.98,25.55,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,ms-mv,r_s-r_c,ms-mv,text,other semantic,other semantic,correct
SciTSR,test,test::1403.4513v1.12,dn-d,m_s-m_v,dn-d,text,other semantic,other semantic,correct
SciTSR,test,test::1403.4513v1.12,4.04,9.21,4.04,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,0.63,24.05,0.63,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,ds-dl,h-c,ds-dl,text,other semantic,other semantic,correct
SciTSR,test,test::1403.4513v1.12,26.62,12.82,26.62,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,8.26,9.29,8.26,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,2.35,4.37,2.35,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,s-sc,d_s-d_l,s-sc,text,other semantic,other semantic,correct
SciTSR,test,test::1403.4513v1.12,25.29,2.62,25.29,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,1.65,7.76,1.65,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,1.86,1.70,1.86,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,3.55,13.97,3.55,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,32.25,7.48,32.25,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,h-c,v-i,h-c,text,other semantic,other semantic,correct
SciTSR,test,test::1403.4513v1.12,18.36,,18.36,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,19.78,13.63,19.78,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,10.73,13.28,10.73,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,24.62,,24.62,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,1.44,18.35,1.44,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,7.56,,7.56,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,4.41,25.55,4.41,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,4.45,,4.45,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,2.12,25.29,2.12,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,18.88,,18.88,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,12.20,2.03,12.20,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,6.75,,6.75,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,19.17,8.26,19.17,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,20.00,,20.00,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,36.60,1.65,36.60,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,4.04,32.25,4.04,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,9.38,,9.38,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,8.02,26.29,8.02,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,hs-hv,,hs-hv,text,missing cell,missing cell,correct
SciTSR,test,test::1403.4513v1.12,10.60,3.55,10.60,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,35.99,18.36,35.99,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,12.82,10.73,12.82,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,1.36,24.62,1.36,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,17.55,3.13,17.55,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,2.62,1.36,2.62,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,1.88,7.56,1.88,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,7.76,40.95,7.76,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,7.48,4.45,7.48,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,2.03,2.35,2.03,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,9.21,26.62,9.21,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,13.80,18.88,13.80,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,15.58,6.75,15.58,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,9.37,4.04,9.37,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,21.71,9.37,21.71,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,13.63,1.44,13.63,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,3.26,20.00,3.26,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,13.98,2.12,13.98,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,14.13,9.38,14.13,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,15.48,15.03,15.48,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,3.13,21.71,3.13,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,rs-rc,h_s-h_v,rs-rc,text,other semantic,other semantic,correct
SciTSR,test,test::1403.4513v1.12,9.29,15.48,9.29,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,4.37,35.99,4.37,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,10.38,19.17,10.38,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,18.35,6.31,18.35,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,1.70,1.88,1.70,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,40.95,1.86,40.95,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.12,6.31,16.94,6.31,text,numeric value,numeric value,correct
SciTSR,test,test::1403.4513v1.13,philos.,philos. charac.,philos.,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1403.7137v2.2,exponential with r = 0.2,exponential with r = 0.2,exponential with r=0.2,vision,symbolic,correct,symbolic
SciTSR,test,test::1403.7137v2.2,traditional filters,,traditional filters,text,missing cell,missing cell,correct
SciTSR,test,test::1403.7137v2.2,0.377321,0.377321,0.37321,vision,numeric value,correct,numeric value
SciTSR,test,test::1403.7137v2.2,0.794186,0.794186,0.7974186,vision,numeric value,correct,numeric value
SciTSR,test,test::1403.7137v2.2,observation operator,observation operator,observation,vision,truncation / merge,correct,truncation / merge
SciTSR,test,test::1403.7308v1.1,a1,a_1,a1,text,symbolic,symbolic,correct
SciTSR,test,test::1403.7308v1.1,a2,a_2,a2,text,symbolic,symbolic,correct
SciTSR,test,test::1403.7308v1.1,a1,a_1,a1,text,symbolic,symbolic,correct
SciTSR,test,test::1403.7308v1.1,a2,a_2,a2,text,symbolic,symbolic,correct
SciTSR,test,test::1404.7208v2.6,115.6,115.5,115.6,text,numeric value,numeric value,correct
SciTSR,test,test::1404.7208v2.6,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1404.7208v2.6,mean,se,mean,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,se,mean,se,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,mean,se,mean,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,se,mean,se,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,mean,se,mean,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,se,mean,se,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,mean,se,mean,text,other semantic,other semantic,correct
SciTSR,test,test::1404.7208v2.6,se,,se,text,missing cell,missing cell,correct
SciTSR,test,test::1404.7208v2.6,151.2,151.8,151.2,text,numeric value,numeric value,correct
SciTSR,test,test::1404.7208v2.6,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1405.2874v2.4,0.55,0.55,,vision,missing cell,correct,missing cell
SciTSR,test,test::1406.2358v1.16,8.65,100.14,8.65,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.64,0.59,0.64,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.8875,0.1,0.8875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,94.32,89.03,94.32,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.81875,0.25,0.81875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2375,0.4125,0.2375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,1,0.01875,1,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1406.2358v1.16,0.43125,0.60625,0.43125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,apple,parsley,apple,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.375,0.50625,0.375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,yam,elderberry,yam,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.55,0.36,0.55,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.45,0.64,0.45,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,98.91,94.32,98.91,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1,0.2375,0.1,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.24375,0.43125,0.24375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,exemplar,apple,exemplar,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.125,0.375,0.125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,garlic,yam,garlic,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.36,0.41,0.36,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.43,0.53,0.43,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.57,0.47,0.57,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,99.72,109.72,99.72,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.6125,0.1125,0.6125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.71875,0.375,0.71875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.7625,0.1125,0.7625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,almond,lentils,almond,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,"(0.71, 0, 0.7)","(0.87, 0, 0.49)","(0.71, 0, 0.7)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.41,0.43,0.41,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.59,0.57,0.59,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,89.03,99.72,89.03,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.4125,0.6125,0.4125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.24,0.19,0.24,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.60625,0.71875,0.60625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.50625,0.7625,0.50625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,elderberry,almond,elderberry,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,"(0.79, 0, 0.61)","(0.71, 0, 0.7)","(0.79, 0, 0.61)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.76,0.81,0.76,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(1, 0, 0)","(0.99, 0.14, 0)","(1, 0, 0)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(0, 0.9, -0.43)","(0.07, -0.86, -)","(0, 0.9, -0.43)",text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,"(0.94, 0, 0.34)",,"(0.94, 0, 0.34)",text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,parsley,olive,parsley,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.53,,0.53,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,0.01875,0.53125,0.01875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.47,,0.47,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,0.25,0.44375,0.25,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,109.72,,109.72,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,0.1,0.3375,0.1,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1125,,0.1125,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,100.14,88,100.14,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.375,,0.375,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,0.19,0.62,0.19,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1125,,0.1125,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,0.81,0.38,0.81,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,lentils,,lentils,text,missing cell,missing cell,correct
SciTSR,test,test::1406.2358v1.16,"(0.99, 0, 0.14)","(0.68, 0, 0.73)","(0.99, 0, 0.14)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,olive,chili pepper,olive,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.53125,0.1875,0.53125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.44375,0.35,0.44375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.3375,0.2,0.3375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,88,85.57,88,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.62,0.4,0.62,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.38,0.6,0.38,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(0.68, 0, 0.73)","(0.9, 0, 0.43)","(0.68, 0, 0.73)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,chili pepper,broccoli,chili pepper,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,tomato,coconut,tomato,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.1875,0.09375,0.1875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.3375,0.925,0.3375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.35,0.0625,0.35,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1875,0.7,0.1875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2,0.0875,0.2,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2,0.6875,0.2,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,85.57,62.97,85.57,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,84.39,126.44,84.39,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.4,0.24,0.4,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.39,0.47,0.39,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.6,0.76,0.6,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.61,0.53,0.61,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,broccoli,root ginger,broccoli,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.09375,0.1375,0.09375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.925,0.11875,0.925,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.0625,0.325,0.0625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.7,0.38125,0.7,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.0875,0.1375,0.0875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.6875,0.11875,0.6875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,62.97,96.33,62.97,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,126.44,105.98,126.44,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.24,0.43,0.24,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.47,0.45,0.47,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.57,0.45,0.57,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.76,0.57,0.76,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.53,0.55,0.53,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(0.95, 0, 0.31)","(0.93, 0, 0.37)","(0.95, 0, 0.31)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,root ginger,pumpkin,root ginger,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,mushroom,wheat,mushroom,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.1375,0.45,0.1375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.11875,0.16875,0.11875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.325,0.2625,0.325,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.38125,0.51875,0.38125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.43,0.55,0.43,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1375,0.2125,0.1375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.125,0.2125,0.125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,96.33,94.72,96.33,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,105.98,96.33,105.98,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.43,0.55,0.43,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.45,0.44,0.45,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.57,0.45,0.57,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.55,0.56,0.55,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(0.93, 0, 0.37)","(0.74, 0, 0.67)","(0.93, 0, 0.37)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,pumpkin,raisin,pumpkin,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,wheat,green pepper,wheat,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.45,0.88125,0.45,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.16875,0.225,0.16875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2625,0.7625,0.2625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.51875,0.40625,0.51875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2125,0.75,0.2125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2125,0.2375,0.2125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,94.72,95.34,94.72,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,96.33,84.98,96.33,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.55,0.42,0.55,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.44,0.42,0.44,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.45,0.58,0.45,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.56,0.58,0.56,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(0.74, 0, 0.67)","(0.94, 0, 0.34)","(0.74, 0, 0.67)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,raisin,acorn,raisin,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,green pepper,watercress,green pepper,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.88125,0.5875,0.88125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.225,0.1375,0.225,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.7625,0.64375,0.7625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.40625,0.25,0.40625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.75,0.4875,0.75,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.2375,0.1,0.2375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,95.34,89.53,95.34,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,84.98,100.37,84.98,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.42,0.55,0.42,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.42,0.48,0.42,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.58,0.45,0.58,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.58,0.52,0.58,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,acorn,mustard,acorn,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.5875,0.06875,0.5875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1375,0.61875,0.1375,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.64375,0.6,0.64375,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1406.2358v1.16,0.25,0.75,0.25,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.4875,0.225,0.4875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.1,0.55,0.1,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,89.53,102.58,89.53,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,100.37,95.8,100.37,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.55,0.26,0.55,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.48,0.55,0.48,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.45,0.74,0.45,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.52,0.45,0.52,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,mustard,rice,mustard,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,peanut,black pepper,peanut,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.06875,0.11875,0.06875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.61875,0.20625,0.61875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.6,0.51875,0.6,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.75,0.6125,0.75,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.55,0.2125,0.55,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,102.58,92.19,102.58,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,95.8,103.64,95.8,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.26,0.34,0.26,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.55,0.57,0.55,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.74,0.66,0.74,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.45,0.43,0.45,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,"(0.97, 0, 0.26)","(0.94, 0, 0.34)","(0.97, 0, 0.26)",text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,rice,tomato,rice,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,black pepper,garlic,black pepper,text,other semantic,other semantic,correct
SciTSR,test,test::1406.2358v1.16,0.11875,0.3375,0.11875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.20625,0.125,0.20625,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.51875,0.1875,0.51875,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.6125,0.24375,0.6125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.225,0.2,0.225,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1406.2358v1.16,0.2125,0.1,0.2125,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,92.19,84.39,92.19,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,103.64,98.91,103.64,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.34,0.39,0.34,text,numeric value,numeric value,correct
SciTSR,test,test::1406.2358v1.16,0.66,0.61,0.66,text,numeric value,numeric value,correct
SciTSR,test,test::1406.3474v1.1,mop m = 9,mop m = 9,mop m=9,vision,symbolic,correct,symbolic
SciTSR,test,test::1406.3474v1.1,81.9,81.9,,vision,missing cell,correct,missing cell
SciTSR,test,test::1406.3474v1.1,mop m = 6,mop m = 6,mop m=6,vision,symbolic,correct,symbolic
SciTSR,test,test::1406.3474v1.1,94.3,94.3,,vision,missing cell,correct,missing cell
SciTSR,test,test::1406.3474v1.1,mop m = 12,mop m = 12,mop m=12,vision,symbolic,correct,symbolic
SciTSR,test,test::1406.3474v1.1,57.5,57.5,,vision,missing cell,correct,missing cell
SciTSR,test,test::1406.3474v1.1,50.0,50.0,,vision,missing cell,correct,missing cell
SciTSR,test,test::1406.3474v1.1,51.5,51.5,,vision,missing cell,correct,missing cell
SciTSR,test,test::1406.3474v1.1,92.8,92.8,,vision,missing cell,correct,missing cell
SciTSR,test,test::1407.3636v1.7,out selectivity,,out selectivity,text,missing cell,missing cell,correct
SciTSR,test,test::1407.3636v1.7,words tuple,e^{in},words tuple,text,other semantic,other semantic,correct
SciTSR,test,test::1407.3636v1.7,w,,w,text,missing cell,missing cell,correct
SciTSR,test,test::1407.3636v1.7,,,,text,missing cell,missing cell,correct
