dataset,group,table_id,gt_text,vision_text,text_text,winner,vt_diff,vision_vs_gt,text_vs_gt
A25,Biology,Biology::bioengineering_10_00154-1,16q22.1,16q22.1,16 q 22.1,vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,15 q 14,15q14,15 q 14,text,symbolic,symbolic,correct
A25,Biology,Biology::bioengineering_10_00154-1,"dkc, autosomal recessive 2/dkcb2","dkc, autosomal recessive 2/dkcb2","dkc, autosomal recessive 2 / dkcb 2",vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,5q35.3,5q35.3,5 q 35.3,vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,"dkc, autosomal recessive 3/dkcb3","dkc, autosomal recessive 3/dkcb3","dkc, autosomal recessive3/dkcb3",vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,17p13.1,17p13.1,17p 13.1,vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,16p13.12,16p13.12,16p 13.12,vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,"dkc, autosomal recessive 7/dkcb7","dkc, autosomal recessive 7/dkcb7","dkc, autosomal recessive7/dkcb7",vision,symbolic,correct,symbolic
A25,Biology,Biology::bioengineering_10_00154-1,16q22.1,16q22.1,16 q 22.1.,vision,other semantic,correct,other semantic
A25,Biology,Biology::ceg_12_037-1,80(73),80 (73),80(73),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,27(25),27 (25),27(25),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,3(3),3 (3),3(3),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,53(66),53 (66),53(66),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,12(15),12 (15),12(15),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,15(19),15 (19),15(19),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,5(6),5 (6),5(6),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,24(30),24 (30),24(30),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,47(59),47 (59),47(59),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,54(68),54 (68),54(68),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,17(21),17 (21),17(21),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,5(17),5 (17),5(17),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,8(27),8 (27),8(27),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,17(57),17 (57),17(57),text,symbolic,symbolic,correct
A25,Biology,Biology::ceg_12_037-1,,,98(89),vision,empty content,correct,empty content
A25,Biology,Biology::ceg_12_037-1,64 (58),64 (58),17(15),vision,numeric value,correct,numeric value
A25,Biology,Biology::fendo_10_00663-2,,,,vision,missing cell,correct,missing cell
A25,Biology,Biology::fendo_10_00663-2,number of equations which include variable,number of equations which include variable,,vision,missing cell,correct,missing cell
A25,Biology,Biology::fendo_10_00663-2,subjective/medical history,,subjective/medical history,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,clinical/measured,,clinical/measured,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,,,,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,invasive variables,,invasive variables,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,,,,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,plasma or serum,,plasma or serum,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,,,,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,whole blood,,whole blood,text,missing cell,missing cell,correct
A25,Biology,Biology::fendo_10_00663-2,1,1,,vision,empty content,correct,empty content
A25,CompSci,CompSci::15665-2,cifar10,cifar10,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,imagenet,imagenet,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,l∞,l∞,i∞,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15665-2,l∞,l∞,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.03,0.03,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.007,0.007,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.25,0.25,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,fgm-l∞,fgm-l∞,fgm- l∞,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::15665-2,0.014,0.014,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.054,0.054,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.086,0.086,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,i-fgm-l∞,i-fgm-l∞,i-fgm- l∞,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::15665-2,0.01,0.01,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.238,0.238,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15665-2,0.293,0.293,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15666-2,rnn w/ 3 x 3 grid rois,rnn w/ 3 x 3 grid rois,rnn w/ 3 × 3 grid rois,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::15666-2,rnn w/ 4 x 4 grid rois,rnn w/ 4 x 4 grid rois,rnn w/ 4 × 4 grid rois,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::15673-1,md loss,md,md loss,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::15673-1,cis,cjs,cis,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,ped,loss,ped,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.197,,0.197,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,2.830,,2.830,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,0.059,,0.059,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,0.105,,0.105,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,0.728,,0.728,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,0.323,,0.323,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,0.068,,0.068,text,empty content,empty content,correct
A25,CompSci,CompSci::15673-1,rs-ped,ped,rs-ped,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::15673-1,0.189,0.197,0.189,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.733,2.830,2.733,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.055,0.059,0.055,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.094,0.105,0.094,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.657,0.728,0.657,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.324,0.323,0.324,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.067,0.068,0.067,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,pce,rs-ped,pce,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.167,0.189,0.167,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.773,2.733,2.773,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.041,0.055,0.041,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.075,0.094,0.075,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.442,0.657,0.442,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.279,0.324,0.279,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.049,0.067,0.049,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-pce,pce,rs-pce,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::15673-1,0.169,0.167,0.169,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.771,2.773,2.771,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.046,0.041,0.046,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.071,0.075,0.071,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.438,0.442,0.438,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.047,0.049,0.047,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,pjs,rs-pce,pjs,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.185,0.169,0.185,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.828,2.771,2.828,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.051,0.046,0.051,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.093,0.071,0.093,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.527,0.438,0.527,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.326,0.279,0.326,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.053,0.047,0.053,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-pjs,pjs,rs-pjs,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::15673-1,0.183,0.185,0.183,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.776,2.828,2.776,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.049,0.051,0.049,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.091,0.093,0.091,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.523,0.527,0.523,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.327,0.326,0.327,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.049,0.053,0.049,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,"pcs (jin, segovia, and süsstrunk 2016)",rs-pjs,"pcs (jin, segovia, and süsstrunk 2016)",text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.182,0.183,0.182,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.807,2.776,2.807,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.045,0.049,0.045,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.082,0.091,0.082,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.450,0.523,0.450,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.287,0.327,0.287,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.045,0.049,0.045,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-pcs,"pcs (jin, segovia, and süsstrunk 2016)",rs-pcs,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.175,0.182,0.175,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.783,2.807,2.783,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.079,0.082,0.079,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.423,0.450,0.423,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.277,0.287,0.277,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.044,0.045,0.044,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,pkl (wang et al. 2017),rs-pcs,pkl (wang et al. 2017),text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.163,0.175,0.163,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.779,2.783,2.779,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.039,0.045,0.039,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.073,0.079,0.073,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.389,0.423,0.389,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.270,0.277,0.270,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-pkl,pkl (wang et al. 2017),rs-pkl,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.164,0.163,0.164,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.778,2.779,2.778,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.037,0.039,0.037,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.071,0.073,0.071,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.386,0.389,0.386,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.268,0.270,0.268,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.043,0.044,0.043,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,mmd (borgwardt et al. 2006),rs-pkl,mmd (borgwardt et al. 2006),text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.201,0.164,0.201,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.831,2.778,2.831,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.064,0.037,0.064,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.112,0.071,0.112,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.710,0.386,0.710,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.339,0.268,0.339,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.068,0.043,0.068,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-mmd,mmd (borgwardt et al. 2006),rs-mmd,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.196,0.201,0.196,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.824,2.831,2.824,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.063,0.064,0.063,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.097,0.112,0.097,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.322,0.339,0.322,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.054,0.068,0.054,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,huber (murray and gordo 2017),rs-mmd,huber (murray and gordo 2017),text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.184,0.196,0.184,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.775,2.824,2.775,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.044,0.063,0.044,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.078,0.097,0.078,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.409,0.710,0.409,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.279,0.322,0.279,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.053,0.054,0.053,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-huber,huber (murray and gordo 2017),rs-huber,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.183,0.184,0.183,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.774,2.775,2.774,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.045,0.044,0.045,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.074,0.078,0.074,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.402,0.409,0.402,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.271,0.279,0.271,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.048,0.053,0.048,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,"ced (wu, hu, and gao 2011; hou, yu, and samaras 2016)",rs-huber,"ced (wu, hu, and gao 2011; hou, yu, and samaras 2016)",text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.182,0.183,0.182,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.799,2.774,2.799,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.047,0.045,0.047,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.085,0.074,0.085,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.502,0.402,0.502,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.294,0.271,0.294,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.049,0.048,0.049,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,rs-ced,"ced (wu, hu, and gao 2011; hou, yu, and samaras 2016)",rs-ced,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.180,0.182,0.180,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.792,2.799,2.792,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.048,0.047,0.048,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.082,0.085,0.082,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.283,0.294,0.283,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.047,0.049,0.047,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,our cjs,rs-ced,our cjs,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.163,0.180,0.163,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.779,2.792,2.779,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.072,0.082,0.072,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.382,0.502,0.382,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.266,0.283,0.266,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.041,0.047,0.041,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,our rs-cjs,our cjs,our rs-cjs,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.158,0.163,0.158,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,2.760,2.779,2.760,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.037,0.039,0.037,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.068,0.072,0.068,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.381,0.382,0.381,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.260,0.266,0.260,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,0.040,0.041,0.040,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,ldl method (cui et al. 2017),our rs-cjs,ldl method (cui et al. 2017),text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,0.303,0.158,0.303,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15673-1,-,2.760,-,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,-,0.037,-,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,-,0.068,-,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,-,0.381,-,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,-,0.260,-,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15673-1,-,0.040,-,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15677-3,methods,,methods,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15677-3,0.5301 ± 0.0006,0.5301± 0.0006,0.5301 ± 0.0006,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15677-3,phased lstm,phased lstm,phased lstm clock-work rnn,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15677-3,clock-work rnn,clock-work rnn,retain,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15677-3,retain,retain,lstm,vision,other semantic,correct,other semantic
A25,CompSci,CompSci::15677-3,lstm,lstm,he-lstm,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15677-3,he-lstm,he-lstm,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15677-3,0.9516 ± 0.0003,0.9516 ± 0.0003,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15677-3,0.7687 ± 0.0011,0.7687 ± 0.0011,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15677-3,0.7987 ± 0.0008,0.7987 ± 0.0008,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15677-3,0.3914 ± 0.0013,0.3914 ± 0.0013,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,gru-lang+time+context,gru-lang+time+context,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,"walk, *, kitchen","walk, *, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,"flip, faucet, kitchen","flip, faucet, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,2015-02-20 11:59:56,2015-02-20 11:59:36,2015-02-20 11:59:56,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15681-3,"wash, water, kitchen","wash, water, kitchen","wash, water, kitchen & wash, hand, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"wash, hand, kitchen","wash, hand, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,2015-02-20 11:59,2015-02-20 11:59:40,2015-02-20 11:59,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::15681-3,"turn-off, faucet, kitchen","turn_off, faucet, kitchen","turn-off, faucet, kitchen",text,other semantic,other semantic,correct
A25,CompSci,CompSci::15681-3,"turn-off, faucet, kitchen","turn_off, faucet, kitchen","turn-off, faucet, kitchen",text,other semantic,other semantic,correct
A25,CompSci,CompSci::15681-3,2015-02-20 11:39:42,2015-02-20 11:59:42,2015-02-20 11:39:42,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15681-3,"wipe, hand, kitchen","wipe, hand, kitchen","wipe, hand, kitchen & wipe, hand, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"wipe, hand, kitchen","wipe, hand, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,2015-02-20 11:39,2015-02-20 11:59:51,2015-02-20 11:39,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15681-3,"walk, bottle, kitchen","walk, bottle, kitchen","walk, bottle, kitchen & walk, *, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"walk, *, kitchen","walk, *, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,2015-02-20 20 11:59:53,2015-02-20 11:59:53,2015-02-20 20 11:59:53,text,numeric value,numeric value,correct
A25,CompSci,CompSci::15681-3,"hold, bottle, kitchen","hold, bottle, kitchen","hold, bottle, kitchen & hold, bottle, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"hold, bottle, kitchen","hold, bottle, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,2015-02-20 11:59-55,2015-02-20 11:59:55,2015-02-20 11:59-55,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15681-3,"walk, bottle, kitchen","walk, bottle, kitchen","walk, bottle, kitchen & walk,*, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"walk, *, kitchen","walk, *, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,"put, bottle, kitchen","put, bottle, kitchen","put, bottle, kitchen & put, bottle, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"put, bottle, kitchen","put, bottle, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15681-3,2015-02-20 12:00,2015-02-20 12:00:03,2015-02-20 12:00,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::15681-3,"close, *, kitchen","close, *, kitchen","close, *, kitchen & close, *, kitchen",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15681-3,"close, *, kitchen","close, *, kitchen",,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15688-1,ε,͕,ε,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,n,n,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15688-1,"1083(fs), 1315 (cmcc)","1083 (fs), 1315 (cmcc) 5378 (d4d)","1083(fs), 1315 (cmcc)",text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,total number of users,total number of users,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::15688-1,α,ρ,α,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,number of selected users,probability for user selection,number of selected users,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,ρ,k,ρ,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,95%,6,95%,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,probability for user selection,number of user groups,probability for user selection,text,other semantic,other semantic,correct
A25,CompSci,CompSci::15688-1,k,,k,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15688-1,6,,6,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15688-1,number of user groups,,number of user groups,text,missing cell,missing cell,correct
A25,CompSci,CompSci::15690-1,39.7 %,39.7%,39.7 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,38.6 %,38.6%,38.6 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,54.7%,54.7%,54.7 %,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::15690-1,40.9 %,40.9%,40.9 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,41.7 %,41.7%,41.7 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,56.3 %,56.3%,56.3 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,40.6 ± 0.2 %,40.6±0.2%,40.6 ± 0.2 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,53.9 ± 0.3 %,53.9±0.3%,53.9 ± 0.3 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,41.0 ± 0.1 %,41.0±0.1%,41.0 ± 0.1 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-1,54.6 ± 0.2 %,54.6±0.2%,54.6 ± 0.2 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-2,61.8 %,61.8%,61.8 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-2,62.5 %,62.5%,62.5 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-2,57.6 ± 0.1 %,57.6±0.1%,57.6 ± 0.1 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-2,58.5 ± 0.3 %,58.5±0.3%,58.5 ± 0.3 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15690-2,60.3 ± 0.3 %,60.3±0.3%,60.3 ± 0.3 %,text,symbolic,symbolic,correct
A25,CompSci,CompSci::15692-3,50,50,0,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15692-3,0.8599,0.8599,0.859,vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15696-6,(blacoe and lapata 2012),(blacoe and lapata 2012),"(blacoe and lapata 2012) (wan et al. 2006) (madnani, tetreault, and chodorow 2012) (ji and eisenstein 2013)",vision,truncation / merge,correct,truncation / merge
A25,CompSci,CompSci::15696-6,73.0,73.0,73.0 75.6 77.4 80.4,vision,truncation / merge,correct,truncation / merge
